Year,Country,"Government expenditure on education, total (% of GDP)","Government expenditure per student, primary (% of GDP per capita)","Government expenditure per student, secondary (% of GDP per capita)","Government expenditure per student, tertiary (% of GDP per capita)","Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)","Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)","Cause of death, by injury (% of total)","Cause of death, by non-communicable diseases (% of total)","Life expectancy at birth, total (years)",Prevalence of overweight (% of adults),Prevalence of current tobacco use (% of adults),Current health expenditure per capita (current US$),Individuals using the Internet (% of population),GDP per capita (current US$),Access to electricity (% of population),ICT goods exports (% of total goods exports),Urban population (% of total population),"School enrollment, tertiary (% gross)","Literacy rate, adult total (% of people ages 15 and above)","School enrollment, secondary (% net)","Primary completion rate, total (% of relevant age group)","Lower secondary completion rate, total (% of relevant age group)","Labor force, female (% of total labor force)",Proportion of seats held by women in national parliaments (%),"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Mortality rate, infant (per 1,000 live births)","Immunization, DPT (% of children ages 12-23 months)",Current health expenditure (% of GDP),Births attended by skilled health staff (% of total),People using safely managed drinking water services (% of population)
1994,Bangladesh,,,,,77.3811381493915,64.3030083529653,67.187573807791,,,,58.617,9.5,,,,280.603031791216,17.8,,21.328,,,,,,21.9938772236393,,,,85.2,84.0,,9.5,
1993,Bangladesh,1.69262003898621,,,,77.3774359887348,64.3830041042856,67.1976881332439,,,,57.927,9.2,,,,280.757274450366,12.7178802490234,,20.966,,,,,,21.6106024849606,,,,89.2,74.0,,,
1992,Bangladesh,1.63177001476288,,,,77.3442852667597,64.4234630392464,67.1749900844376,,,,57.635,8.9,,,,273.465072520272,9.90541934967041,,20.61,,,,,,21.2586812705271,,,,93.1,66.0,,,
1991,Bangladesh,1.42566001415253,,,,77.2949360264116,64.4683099028705,67.1585297740058,,,,54.154,8.6,,,,272.064948495878,14.29,,20.257,,35.0,,,,20.9484689506731,,26.0,1.0,97.1,74.0,,,
1990,Bangladesh,1.51911997795105,,,,,,,,,,55.989,8.3,,,0.0,283.053737055234,,,19.811,4.32926988601685,,,,,20.6826276845076,,,,101.1,69.0,,,
1989,Bangladesh,,,,,,,,,,,55.089,8.0,,,,263.005720827547,,,19.33,3.82814002037048,,,45.0983810424805,,,,,,105.0,49.0,,,
1988,Bangladesh,,,,,,,,,,,55.027,7.7,,,,247.901465967332,,,18.859,3.9222400188446,,,,,,,,,108.9,16.0,,,
1987,Bangladesh,1.51364004611969,,,,,,,,,,54.926,7.4,,,,231.499584520483,,,18.395,4.60726976394653,,19.49982,,,,,,,112.8,9.0,,,
1986,Bangladesh,1.34349000453949,,,,,,,,,,54.415,7.1,,,,212.14899385306,,,17.941,5.3514199256897,,,,,,,,,116.6,4.0,,,
1985,Bangladesh,1.27118003368378,,,,,,,,,,53.897,6.9,,,,222.22018039634,,,17.496,5.48542022705078,,,,,,,,,120.4,2.0,,,
1984,Bangladesh,1.22302997112274,,,,,,,,,,53.54,6.6,,,,193.435020976238,,,17.06,5.34712982177734,,,,,,,,,124.2,1.0,,,
1983,Bangladesh,1.03267002105713,,,,,,,,,,53.011,6.3,,,,184.70677287459,,,16.631,4.85226011276245,,19.38873,,,,,,,127.9,1.0,,,
1982,Bangladesh,1.01163995265961,,,,,,,,,,52.54,6.1,,,,199.595944646851,,,16.212,3.82046008110046,,,,,,,,,131.4,1.0,,,
1981,Bangladesh,1.07149994373322,,,,,,,,,,52.169,5.8,,,,224.241392391192,,,15.801,3.10770010948181,29.0,16.01118,27.2650203704834,,,,18.0,1.0,134.7,1.0,,,
1980,Bangladesh,0.937600016593933,,,,,,,,,,51.85,5.6,,,,206.075714312155,,,14.851,3.10870003700256,,,,,,,,,137.9,,,,
2020,Bhutan,5.54341268539429,,,,83.0760002249452,64.0580829886834,72.0661248352273,,,,71.609,,,133.70314026,76.9,3191.66907031782,100.0,,42.316,16.850284576416,,,82.713996887207,80.3578796386719,42.5935597040472,14.8936170212766,,,21.4,95.0,4.36274862,99.3,69.1371586760932
2019,Bhutan,4.50982761383057,,,,83.3447950074233,64.0863379039664,72.0885453943363,18.2109373330241,9.04574466073515,72.7433195327289,71.391,,,115.32080841,74.2,3576.87987077877,100.0,,41.612,15.9078016281128,,,75.7329788208008,81.3589553833008,41.8134063524558,14.8936170212766,,,22.1,97.0,3.60361075,96.3,65.0083050960222
2018,Bhutan,5.74371290206909,,,,83.8328445747801,64.5210522021664,72.161455840679,,,,71.129,,,101.69933319,63.5,3400.20417159422,100.0,,40.895,14.8788833618164,,70.19893,84.5854797363281,80.8235244750977,39.9382697014126,14.8936170212766,,,22.9,97.0,3.2427721,96.2,60.8267760838514
2017,Bhutan,6.22741651535034,,,,84.2683081137005,64.7055688007598,72.4193392170041,,,,70.847,,,103.39090729,54.3,3435.28804814561,97.7,,40.167,14.7713375091553,67.0,67.06537,94.9668121337891,82.0735855102539,39.7920349322107,8.51063829787234,57.0,1.0,23.6,98.0,3.3407371,96.4,56.5907498867424
2016,Bhutan,5.89159393310547,,,,84.6924145008905,64.9689787450581,72.7271647887157,,,,70.602,27.1,,97.18308258,46.5,3152.30905081592,99.3,,39.428,,,64.54163,96.6217575073242,81.4226226806641,39.6802384349242,8.51063829787234,,,24.6,98.0,3.57613945,89.0,52.0890914501162
2015,Bhutan,5.78269910812378,,29.42942,,85.2613722328776,65.0148510202972,72.9663786609686,21.4806595476079,9.08778513709315,69.4315555800482,70.343,26.4,,96.52057648,39.8,2954.04081973327,95.4,,38.678,,,63.7082,94.7904281616211,,39.6084068399989,8.51063829787234,,,25.5,99.0,3.75701189,89.0,47.4590667445968
2014,Bhutan,5.54899978637695,12.84915,33.94304,50.69012,84.504321139795,62.6538112979559,71.1258118909854,,,,70.049,25.6,,86.81033325,30.3,2849.49998659935,91.4,,37.918,,,61.73468,96.3531799316406,78.2433929443359,39.1749885189954,8.51063829787234,,,26.6,99.0,3.55791116,89.0,42.7610959855505
2013,Bhutan,5.25527000427246,7.73873,32.38232,,84.5873294610293,61.8839543710923,70.9990961132871,,,,69.707,24.9,,85.9859848,22.4,2679.95217216983,87.4,,37.149,10.3402395248413,,58.16924,98.1294708251953,70.8515396118164,40.5293408407178,6.38297872340426,,,27.8,97.0,3.70787191,89.0,38.0903976008666
2012,Bhutan,,,,,84.1468739387471,60.2748015322267,70.8918740637079,,,,69.326,24.2,,83.64318848,15.6,2751.21288653263,91.5,,36.371,7.59584522247314,55.0,55.06652,102.197418212891,67.7152633666992,44.5518965480802,8.51063829787234,45.0,1.0,29.1,97.0,3.61913681,74.6,34.1660022880683
2011,Bhutan,4.40793991088867,9.10615,30.14214,64.02609,84.2448949610695,61.865432980408,71.1150848708039,,,,68.881,23.4,,77.32337952,14.4,2787.97967689425,81.8,15.87,35.585,7.69609975814819,,51.61726,92.8496627807617,65.191276550293,42.0657094927096,8.51063829787234,,,30.7,95.0,3.34921789,70.0,30.2420416962567
2010,Bhutan,3.82318997383118,7.50761,26.01151,83.74035,77.8187053724777,62.9785639255306,69.2019590895995,27.3546451964596,9.12143561086106,63.5239192364032,68.43,22.7,,71.98933411,13.6,2435.57980661188,73.3,11.35,34.793,6.57141065597534,,50.06988,89.7733459472656,63.3273582458496,42.2652735882043,8.51063829787234,,,32.6,91.0,3.55879498,64.5,26.321067736107
2009,Bhutan,4.41887998580933,8.72884,33.41283,81.39647,78.0906110981035,63.7358723273048,69.77658585249,,,,67.897,22.0,,59.43021393,7.17,1918.39599211093,71.5,2.58,34.01,6.29070997238159,,45.84115,82.0710601806641,53.027530670166,42.8016760850344,8.51063829787234,,,34.6,93.0,3.5476253,66.0,25.9730245436636
2008,Bhutan,4.56950998306274,7.13574,36.27318,,77.9444619375347,64.4039430211775,70.0834866279893,,,,67.499,21.3,,57.31074142,6.55,1919.59774896395,67.6,0.0,33.236,6.57383012771606,,44.05713,79.4484100341797,48.0261192321777,42.5481219876513,8.51063829787234,,,36.9,96.0,3.38117099,66.3,25.6233267555193
2007,Bhutan,,,,,77.6143539196057,65.274167287579,70.4261441270556,,,,66.954,20.6,,64.43791199,5.92,1850.41570433398,71.8,15.35,32.469,5.53646993637085,,,73.3303527832031,46.4714889526367,42.2315308453922,2.66666666666667,,,39.3,95.0,4.1298461,71.4,25.2715804659878
2006,Bhutan,,,,,77.1682949889694,66.5138360302896,70.9426818763899,,,,66.362,19.8,,54.01427841,4.52,1405.6071618158,59.7,0.12,31.712,5.1098198890686,,36.80107,70.7833633422852,41.667179107666,41.8643460163262,2.66666666666667,,,41.7,95.0,4.4061017,57.1,24.9185279624971
2005,Bhutan,6.76420021057129,10.3683,,,77.4616961061774,67.1461783530898,71.4145822747326,,,,65.805,19.1,,46.69151688,3.85,1299.94938578359,59.8,0.94,30.965,4.86986017227173,53.0,33.86471,65.4083786010742,,41.4797423983044,9.33333333333333,39.0,1.0,44.4,95.0,4.13416338,52.3,24.5642447224496
2004,Bhutan,6.12311983108521,8.30296,,,77.6316683079222,67.8236699037063,71.8208017492207,,,,65.268,18.4,,46.10057831,3.16,1130.35934606796,51.9,,29.835,,,,60.5067291259766,40.1878204345703,41.114139785309,9.21052631578947,,,47.1,89.0,4.59777308,,24.1155672357381
2003,Bhutan,,,,,77.7669107345828,68.4834464075948,72.241702188375,,,,64.696,17.7,,37.33245468,2.44,1022.38240311018,41.1,,28.688,,,,,,40.7863810708093,9.33333333333333,,,49.9,95.0,4.1293807,56.1,23.6574689759674
2002,Bhutan,,,,,77.8200206703086,69.1992154873197,72.6590567337536,,,,64.078,17.1,,35.96072769,1.68,895.799489930972,44.1,,27.57,,,,,,40.4978625643412,9.33333333333333,,,52.7,86.0,4.59563637,,23.200963523096
2001,Bhutan,5.44985008239746,,,,77.910557255519,69.9353042234272,73.1108941639506,,,,63.444,16.4,,35.96975327,0.865,812.238210772056,40.2,,26.48,,,24.15914,54.2779006958008,32.5986404418945,40.2472729466504,9.33333333333333,,,55.6,88.0,5.0041995,,22.7460097420912
2000,Bhutan,5.78675985336304,,,,78.0459034747491,70.4916734844686,73.4956279809221,40.6693124063262,12.2021214873378,47.1285647623814,62.01,15.8,,31.09416771,0.401,771.924911410619,31.2,,25.418,,,22.06706,54.8527603149414,24.5624694824219,40.0315033262197,9.33333333333333,,,58.4,92.0,4.44684267,27.3,22.2928074804762
1999,Bhutan,,,,,78.1537603421028,70.8893114941824,73.7773178603987,,,,62.23,15.2,,,0.138,685.419830628567,,,24.383,2.77209997177124,,19.61823,54.3152313232422,20.6144504547119,39.8554538829055,2.0,,,61.2,90.0,,,
1998,Bhutan,,,,,78.120335470292,71.3791263567307,74.0440904903613,,,,61.549,14.6,,,,638.278962310609,,,23.377,,,17.79326,49.7643890380859,18.8036994934082,39.5327032389308,2.0,,,64.3,86.0,,,
1997,Bhutan,,,,,78.0267251605972,71.7193872796737,74.1819341702241,,,,60.852,14.0,,,,630.447410148304,,,22.401,,,,,,39.0430642624787,2.0,,,67.4,87.0,,,
1996,Bhutan,,,,,77.9187109075267,72.0330938193714,74.3036805138187,,,,60.212,13.5,,,,552.873891403681,,,21.456,,,,,,38.5788081696196,,,,70.6,87.0,,,
1995,Bhutan,,,,,77.7821265492498,72.3286168695843,74.408894960397,,,,59.516,13.0,,,,530.103676927417,,,20.537,,,,,,38.1398377464688,,,,73.8,87.0,,,
1994,Bhutan,,,,,77.6280516138256,72.6327569401827,74.5176140552788,,,,58.635,12.5,,,,467.008312125283,,,19.649,,,,29.1949501037598,6.30063009262085,37.7315255980108,,,,76.9,86.0,,12.0,
1993,Bhutan,,,,,77.4762911507098,72.8826140851567,74.5990403148995,,,,58.117,12.0,,,,407.39984249657,,,18.791,,,,24.798360824585,5.34724998474121,37.3627938225519,,,,80.1,79.0,,,
1992,Bhutan,,,,,77.3203381869422,73.1270392009436,74.6787699180032,,,,57.423,11.5,,,,415.791522568451,,,17.962,,,,,,37.0054415356271,,,,83.3,86.0,,,
1991,Bhutan,,,,,77.1717771786318,73.3306841512683,74.7398562816009,,,,56.642,11.1,,,,400.634705187075,,,17.161,,,,,,36.6992049415179,,,,86.7,91.0,,,
1990,Bhutan,,,,,,,,,,,55.968,10.7,,,0.0,488.327431477129,,,16.388,,,,,,36.438344630152,,,,90.2,96.0,,,
1989,Bhutan,,,,,,,,,,,55.261,10.3,,,,461.654618792732,,,15.645,,,,,,,,,,93.8,76.0,,,
1988,Bhutan,,,,,,,,,,,54.513,9.9,,,,488.877757351253,,,14.929,,,,19.963960647583,4.53726005554199,,,,,97.6,70.0,,,
1987,Bhutan,,,,,,,,,,,53.72,9.5,,,,449.060443850487,,,14.24,,,,,,,,,,101.5,63.0,,,
1986,Bhutan,,,,,,,,,,,52.919,9.1,,,,364.694569557154,,,13.577,,,,,,,,,,105.5,53.0,,,
1985,Bhutan,,,,,,,,,,,52.118,8.8,,,,321.186830951891,,,12.941,,,,,,,,,,109.6,41.0,,,
1984,Bhutan,,,,,,,,,,,51.4,8.5,,,,325.545257021725,,,12.332,,,,,,,,,,113.7,28.0,,,
1983,Bhutan,,,,,,,,,,,50.637,8.1,,,,328.204016909505,,,11.745,0.735480010509491,,,,,,,,,118.0,16.0,,,
1982,Bhutan,,,,,,,,,,,49.853,7.8,,,,305.824658960335,,,11.184,,,,,,,,,,122.4,15.0,,,
1981,Bhutan,,,,,,,,,,,49.034,7.5,,,,310.77041169131,,,10.646,,,,,,,,,,127.0,13.0,,,
1980,Bhutan,,,,,,,,,,,48.218,7.3,,,,296.880510831581,,,10.132,0.918110013008118,,,,,,,,,131.6,6.0,,,
2020,Brazil,5.77150011062622,,,,26.9803428517655,36.3977713070664,32.5062938404103,,,,74.009,,12.8,704.99536133,81.3,7074.19378281866,99.7,0.32,87.073,54.5727996826172,,,,,42.5816100206282,14.6198830409357,,1.005499958992,13.0,77.0,10.18235016,98.4,85.9216178835864
2019,Brazil,5.96346998214722,,,,26.9131303106456,36.1197179504253,32.215940541789,13.7086408761723,11.5536597805284,74.7376983511031,75.338,,13.2,850.43286133,73.9,9029.83326742175,99.8,0.35,86.824,52.6240615844727,,,,,43.596293445255,15.009746588694,,1.00720000267029,13.2,70.0,9.61449146,98.4,85.1909258971105
2018,Brazil,6.08851003646851,,,,26.4957832523685,35.8482976141573,31.8980304666506,,,,75.109,,13.2,863.28173828,70.4,9300.66164936497,99.7,0.36,86.569,51.1916885375977,93.0,,,,43.2677330746062,15.009746588694,93.0,1.00680005550385,13.4,87.0,9.46475029,98.8,84.4000388230692
2017,Brazil,6.32047986984253,,,,25.8705688340056,35.6003980929932,31.5116990295593,,,,74.827,,,937.34289551,67.5,10080.5092817775,99.8,0.36,86.309,50.0267486572266,93.0,81.72855,,,43.0557704870793,10.7212475633528,93.0,1.00689995288849,13.7,83.0,9.47124863,98.7,83.6051549791106
2016,Brazil,6.314040184021,,,,24.7781678602792,35.2509650177435,30.8982665139685,,,,74.442,56.5,,795.93798828,60.9,8836.28652636996,99.7,0.4,86.042,48.3333396911621,93.0,82.32779,,,42.5375348108722,9.94152046783626,93.0,1.00759994983673,15.0,89.0,9.16901493,98.6,82.7432602104915
2015,Brazil,6.24105978012085,20.05496,21.52655,33.04323,24.543919437665,34.783728107205,30.5287387351537,14.176204494403,12.4539423731105,73.369855341327,74.332,55.9,14.9,782.52294922,58.3,8936.19661756825,99.7,0.46,85.77,48.4340400695801,92.0,81.68909,,,42.3754441598679,9.94152046783626,92.0,1.00750005245209,14.2,96.0,8.90929985,98.2,82.0024616838265
2014,Brazil,5.94848012924194,19.45078,20.56801,28.79964,23.7602049079282,33.3071701978953,29.3619228807744,,,,74.306,55.3,,1013.56842041,54.6,12274.9939689363,99.7,0.4,85.492,47.1568717956543,92.0,81.92489,,,42.0324409270386,9.94152046783626,92.0,1.0081000328064,14.5,93.0,8.39644146,98.4,81.1948027794409
2013,Brazil,5.8388500213623,19.66313,20.57305,29.81738,24.1939125770869,33.1453621423257,29.4693066600512,,,,73.918,54.6,,977.81689453,51.0,12458.891214816,99.6,0.5,85.209,44.3393707275391,91.0,82.04583,,,41.9291063161246,8.57699805068226,92.0,1.00989997386932,14.9,97.0,7.9766016,98.0,80.3830808932991
2012,Brazil,5.85510015487671,19.54553,19.66737,27.88126,24.1216344407278,32.8616435304001,29.2791612405493,,,,73.552,54.0,,953.703125,48.6,12521.7213530369,99.5,0.55,84.923,43.2308502197266,91.0,76.39968,,,41.8908934119707,8.57699805068226,92.0,1.00800001621246,15.4,95.0,7.73637724,99.0,79.5678671260293
2011,Brazil,5.73741006851196,20.12935,21.8504,27.41477,27.5184006375248,34.4556654369606,31.6266720334039,,,,73.343,53.4,,1028.0847168,45.7,13396.6243566047,99.3,0.71,84.631,,91.0,77.95811,,,42.085094445273,8.57699805068226,92.0,1.01160001754761,16.0,99.0,7.78819132,99.0,79.32989308241
2010,Brazil,5.64879989624023,20.5004,20.97786,27.66643,28.9711055426811,34.7673941121778,32.3893058775329,13.824082750291,13.157491731561,73.0184281962182,73.182,52.7,17.4,893.77508545,40.7,11403.2821284616,98.6,1.01,84.335,,90.0,,,,42.4400401697802,8.57699805068226,91.0,1.0,16.6,99.0,7.94516611,98.9,79.0871837552091
2009,Brazil,5.46355009078979,19.65354,20.00857,27.69676,30.4566810163916,35.1516002511671,33.2155289426186,,,,72.948,52.1,,719.42651367,39.2,8678.65922498836,98.9,1.53,84.044,,90.0,78.79924,,,42.7810837174239,8.7719298245614,90.0,1.01269996166229,17.4,99.0,8.39480495,98.9,78.8422056955295
2008,Brazil,5.26883983612061,18.13079,19.06857,27.01758,31.5610718933112,35.2288129297256,33.720506433172,,,,72.715,51.5,,705.13397217,33.8,8908.33176567294,98.5,1.6,83.749,,90.0,,,,42.5103648708704,8.96686159844054,90.0,1.01380002498627,18.4,99.0,8.01128483,98.8,78.5924528100554
2007,Brazil,4.97425985336304,16.92151,17.62629,29.00597,32.4359084641977,36.3703235143308,34.7536540658299,,,,72.365,50.8,,600.63568115,30.9,7409.69130727951,98.1,1.86,83.448,,90.0,73.1817,,,42.6041384430644,8.96686159844054,90.0,1.01549994945526,19.4,99.0,8.20182991,98.6,78.3372659226286
2006,Brazil,4.87060022354126,,,,33.6190691304923,37.4846756265993,35.8972976792399,,,,72.037,50.2,,483.91915894,28.2,5934.1447107274,97.6,2.88,83.143,,90.0,,,,42.5255140460103,8.7719298245614,90.0,1.01610004901886,20.6,99.0,8.24952507,97.0,78.0771293045467
2005,Brazil,4.47908020019531,15.19637,13.00607,34.63414,34.8123641386386,37.9604854548548,36.6731862613407,,,,71.753,49.5,20.4,383.5508728,21.0,4827.78173052472,97.1,3.14,82.834,,,,,,42.5277020778649,8.57699805068226,,1.02009999752045,22.0,99.0,8.03539562,98.6,77.8119682556767
2004,Brazil,3.97447991371155,12.68983,11.44409,32.36675,34.0430617546187,38.2790978627052,36.5639217457078,,,,71.131,48.8,,294.3838501,19.1,3663.823188064,96.8,2.1,82.521,,89.0,,,,42.0254112054618,8.57699805068226,89.0,1.02209997177124,23.5,99.0,8.12491989,98.6,77.5417105801939
2003,Brazil,,,,,34.5071411084054,38.9294554988128,37.1524255684209,,,,70.72,48.1,,250.3089447,13.2,3090.6070097455,97.0,2.88,82.203,,,,,,41.6414621966131,8.57699805068226,,1.02079999446869,25.0,99.0,8.18899441,98.4,77.2659685376963
2002,Brazil,3.75037002563477,9.79901,10.14512,44.34165,34.8614577348389,38.6393452850696,37.1281626562122,,,,70.41,47.4,,245.66194153,9.15,2855.94018885769,96.7,3.61,81.88,,,,,,41.4212499918282,6.23781676413255,,1.02409994602203,26.7,99.0,8.69686985,98.5,76.9846391084615
2001,Brazil,3.84468007087708,10.36094,,47.0537,34.2442446959194,38.7946012491703,37.0050286584578,,,,70.195,46.7,,268.64971924,4.53,3176.28935747524,96.0,4.0,81.553,,,,,,40.7533700484708,6.82261208576998,,1.02300000190735,28.5,98.0,8.54963303,98.3,76.5975256507164
2000,Brazil,3.94893002510071,10.5463,,54.77987,33.3491742263398,39.538056291117,37.1537513823195,18.0092376921174,12.850995446974,69.1397667969442,69.737,46.0,23.8,310.61404419,2.87,3766.54811466032,94.4,4.05,81.192,,86.0,,,,40.0258817808456,5.65302144249513,87.0,1.0,30.3,98.0,8.33457184,98.6,76.0321004143178
1999,Brazil,3.80062007904053,10.62585,,56.15402,32.7520200411993,40.358681298302,37.4868086099448,,,,69.524,45.2,,,2.04,3493.57162513699,94.76296,,80.496,14.6957998275757,,,,,39.3288437380745,5.65302144249513,,,32.2,94.0,,98.6,
1998,Brazil,4.75665998458862,,,78.56891,32.3602764209786,39.5834860086132,36.8988817748391,,,,69.189,44.5,,,1.48,5105.89099544117,94.193812,,79.781,13.4665203094482,,,,,38.6912534436471,6.62768031189084,,,34.3,93.0,,98.6,
1997,Brazil,,,,,32.4242521765259,39.3042296393877,36.770800968001,,,,68.813,43.7,,,0.786,5299.39630404412,93.354139,,79.048,,,,,,38.1306528208347,6.62768031189084,,,36.4,79.0,,98.6,
1996,Brazil,,,,,31.728638854143,38.4695695593459,35.994528672449,,,,68.409,43.0,,,0.451,5179.13052002464,92.867095,,78.302,11.9040498733521,,,,,37.8227652223805,,,,38.6,77.0,,87.3,
1995,Brazil,4.56816005706787,,,,34.2692802487368,39.2523961110724,37.4098736869733,,,,67.919,42.2,,,0.105,4756.74840785403,91.728598,,77.61,,,,,,37.7791712861282,,,,41.0,81.0,,,
1994,Brazil,,,,,36.0660161378115,39.2225718747329,38.0748139773826,,,,67.568,41.5,,,0.0377,3298.71250747787,91.8837280273438,,76.903,11.3403997421265,,,89.6515808105469,47.0927391052246,37.0371727504736,,,,43.4,74.0,,,
1993,Brazil,,,,,38.1850216831376,39.3075541162788,38.9062726820843,,,,67.109,40.8,,,0.0255,2348.88247685352,89.999927,,76.181,11.0923299789429,,,92.2810897827148,46.5658187866211,36.2915944720226,,,,45.8,75.0,,,
1992,Brazil,,,,,39.8753009197065,38.9182275843092,39.2510156984378,,,,66.708,40.0,,,0.0129,2127.31642731638,88.803833,,75.444,10.8397903442383,,,93.0722274780273,46.5010986328125,35.544388262227,,,,48.2,71.0,,,
1991,Brazil,,,,,35.7380154679061,36.6688912238501,36.3519583763539,,,,66.31,39.3,,,0.00329,2257.6092968885,90.6065444946289,,74.69,11.1968898773193,,,,,34.8005555140826,,,,50.4,78.0,,69.5,
1990,Brazil,,,,,,,,,,,65.985,38.5,,,0.0,3117.73534721624,87.475116,,73.922,10.7807703018188,,,,,34.7543344067389,,,,52.5,66.0,,,
1989,Brazil,,,,,,,,,,,65.868,37.8,,,,2818.99277980122,,,73.139,10.7324104309082,,,,,,,,,54.6,56.0,,,
1988,Brazil,,,,,,,,,,,65.454,37.0,,,,2140.65027561164,,,72.342,10.7011299133301,,,,,,,,,56.5,58.0,,,
1987,Brazil,,,,,,,,,,,65.08,36.3,,,,2006.00226235757,,,71.529,10.518349647522,,,81.3498229980469,37.1231002807617,,,,,58.5,58.0,,,
1986,Brazil,,,,,,,,,,,64.64,35.5,,,,1854.03775211919,,,70.703,10.4311800003052,,,,,,,,,60.5,58.0,,,
1985,Brazil,,,,,,,,,,,64.198,34.8,,,,1556.1297180511,,,69.862,,,,76.2078323364258,34.786060333252,,,,,62.7,66.0,,,
1984,Brazil,,,,,,,,,,,63.773,34.0,,,,1419.73154606978,,,69.01,,,,76.2355117797852,36.9537887573242,,,,,65.1,68.0,,,
1983,Brazil,,,,,,,,,,,63.331,33.3,,,,1461.25582714178,,,68.142,11.0390300750732,,,,,,,,,67.6,60.0,,,
1982,Brazil,,,,,,,,,,,62.856,32.5,,,,2137.6250359394,,,67.262,10.9449100494385,,,73.5881576538086,35.1949806213379,,,,,70.4,56.0,,,
1981,Brazil,,,,,,,,,,,62.333,31.8,,,,2079.70908377484,,,66.37,11.0865898132324,,,72.2169189453125,34.4113502502441,,,,,73.3,47.0,,,
1980,Brazil,,,,,,,,,,,61.781,31.1,,,,1958.57159232662,,,65.468,11.3112201690674,75.0,,71.6910629272461,35.7586708068848,,,73.0,1.0,76.4,37.0,,,
2020,Chile,5.62993001937866,,,,24.1820200521317,26.3718217267426,25.4815124821629,,,,79.377,,29.2,1280.63232422,87.5,13114.815470545,100.0,0.27,87.727,89.1124877929688,,,97.9685821533203,99.4466934204102,40.7559829649027,22.5806451612903,,,5.9,93.0,9.72726822,,98.7713706847373
